overall_slope,first_half_slope,second_half_slope,trend_consistency,pressure_drop,drop_rate,min_position,mean,std,first_half_mean,second_half_mean,mean_ratio,min_zscore,anomaly_strength,window_id,event_sclk,label,autoencoder_window_hits_mean,autoencoder_positive_hit_binary,autoencoder_hit_ratio
0.002433453737142762,-0.0011768631813271623,0.0043759733036526725,0.005552836484979834,0.22000000000002728,0.01571428571428766,0.23728813559322035,744.2403333333334,0.05674406478996856,744.1996666666665,744.2810000000001,1.0001092896664383,0.2521289721685891,1.5919432925327295,100052,-1.0,0,23.433333333333334,0.0,23.433333333333334
-0.0002756321200381,0.0021423804226726,-0.0011457174638563,0.003288097886529,0.1700000000000727,0.0566666666666909,0.0508474576271186,723.1583333333333,0.043862157822991,723.1663333333332,723.1503333333332,0.9999778750762272,-2.553482525376213,2.241871768602651,116,671291649.0,1,,,
-0.0002756321200381,0.0021423804226726,-0.0011457174638563,0.003288097886529,0.1700000000000727,0.0566666666666909,0.0508474576271186,723.1583333333333,0.043862157822991,723.1663333333332,723.1503333333332,0.9999778750762272,-2.553482525376213,2.241871768602651,55,670047546.0,1,,,
-0.0002756321200381,0.0021423804226726,-0.0011457174638563,0.003288097886529,0.1700000000000727,0.0566666666666909,0.0508474576271186,723.1583333333333,0.043862157822991,723.1663333333332,723.1503333333332,0.9999778750762272,-2.553482525376213,2.241871768602651,155,671913231.0,1,,,
-0.0002756321200381,0.0021423804226726,-0.0011457174638563,0.003288097886529,0.1700000000000727,0.0566666666666909,0.0508474576271186,723.1583333333333,0.043862157822991,723.1663333333332,723.1503333333332,0.9999778750762272,-2.553482525376213,2.241871768602651,110,671127245.0,1,,,
-0.0002756321200381,0.0021423804226726,-0.0011457174638563,0.003288097886529,0.1700000000000727,0.0566666666666909,0.0508474576271186,723.1583333333333,0.043862157822991,723.1663333333332,723.1503333333332,0.9999778750762272,-2.553482525376213,2.241871768602651,126,671379183.0,1,,,
-0.0002756321200381,0.0021423804226726,-0.0011457174638563,0.003288097886529,0.1700000000000727,0.0566666666666909,0.0508474576271186,723.1583333333333,0.043862157822991,723.1663333333332,723.1503333333332,0.9999778750762272,-2.553482525376213,2.241871768602651,39,669787866.0,1,,,
-0.0002756321200381,0.0021423804226726,-0.0011457174638563,0.003288097886529,0.1700000000000727,0.0566666666666909,0.0508474576271186,723.1583333333333,0.043862157822991,723.1663333333332,723.1503333333332,0.9999778750762272,-2.553482525376213,2.241871768602651,63,670233871.0,1,,,
-0.0007721589330374791,-0.0011368186874446313,0.0004938820911838869,0.0016307007786285181,0.13999999999998636,0.008749999999999147,0.2711864406779661,744.9531666666667,0.03422921104684508,744.9670000000002,744.9393333333335,0.9999628618896317,0.3505714808543727,1.8454023547384946,100064,-1.0,0,12.633333333333333,0.0,12.633333333333333
-0.0002756321200381,0.0021423804226726,-0.0011457174638563,0.003288097886529,0.1700000000000727,0.0566666666666909,0.0508474576271186,723.1583333333333,0.043862157822991,723.1663333333332,723.1503333333332,0.9999778750762272,-2.553482525376213,2.241871768602651,75,670412326.0,1,,,
