overall_slope,first_half_slope,second_half_slope,trend_consistency,pressure_drop,drop_rate,min_position,mean,std,first_half_mean,second_half_mean,mean_ratio,min_zscore,anomaly_strength,window_id,event_sclk,label
-0.00027563212003817546,0.0021423804226726757,-0.0011457174638563707,0.0032880978865290466,0.17000000000007276,0.05666666666669092,0.05084745762711865,723.1583333333333,0.04386215782299107,723.1663333333332,723.1503333333332,0.9999778750762272,-2.5534825253762126,2.241871768602651,0,668288145.0,1
-0.00027563212003817546,0.0021423804226726757,-0.0011457174638563707,0.0032880978865290466,0.17000000000007276,0.05666666666669092,0.05084745762711865,723.1583333333333,0.04386215782299107,723.1663333333332,723.1503333333332,0.9999778750762272,-2.5534825253762126,2.241871768602651,1,668288356.0,1
-0.00027563212003817546,0.0021423804226726757,-0.0011457174638563707,0.0032880978865290466,0.17000000000007276,0.05666666666669092,0.05084745762711865,723.1583333333333,0.04386215782299107,723.1663333333332,723.1503333333332,0.9999778750762272,-2.5534825253762126,2.241871768602651,2,668363851.0,1
-0.00027563212003817546,0.0021423804226726757,-0.0011457174638563707,0.0032880978865290466,0.17000000000007276,0.05666666666669092,0.05084745762711865,723.1583333333333,0.04386215782299107,723.1663333333332,723.1503333333332,0.9999778750762272,-2.5534825253762126,2.241871768602651,3,668370696.0,1
-0.00027563212003817546,0.0021423804226726757,-0.0011457174638563707,0.0032880978865290466,0.17000000000007276,0.05666666666669092,0.05084745762711865,723.1583333333333,0.04386215782299107,723.1663333333332,723.1503333333332,0.9999778750762272,-2.5534825253762126,2.241871768602651,4,668373458.0,1
-0.00027563212003817546,0.0021423804226726757,-0.0011457174638563707,0.0032880978865290466,0.17000000000007276,0.05666666666669092,0.05084745762711865,723.1583333333333,0.04386215782299107,723.1663333333332,723.1503333333332,0.9999778750762272,-2.5534825253762126,2.241871768602651,5,668450709.0,1
-0.00027563212003817546,0.0021423804226726757,-0.0011457174638563707,0.0032880978865290466,0.17000000000007276,0.05666666666669092,0.05084745762711865,723.1583333333333,0.04386215782299107,723.1663333333332,723.1503333333332,0.9999778750762272,-2.5534825253762126,2.241871768602651,6,668451679.0,1
-0.00027563212003817546,0.0021423804226726757,-0.0011457174638563707,0.0032880978865290466,0.17000000000007276,0.05666666666669092,0.05084745762711865,723.1583333333333,0.04386215782299107,723.1663333333332,723.1503333333332,0.9999778750762272,-2.5534825253762126,2.241871768602651,7,668465594.0,1
-0.00027563212003817546,0.0021423804226726757,-0.0011457174638563707,0.0032880978865290466,0.17000000000007276,0.05666666666669092,0.05084745762711865,723.1583333333333,0.04386215782299107,723.1663333333332,723.1503333333332,0.9999778750762272,-2.5534825253762126,2.241871768602651,8,668471362.0,1
-0.00027563212003817546,0.0021423804226726757,-0.0011457174638563707,0.0032880978865290466,0.17000000000007276,0.05666666666669092,0.05084745762711865,723.1583333333333,0.04386215782299107,723.1663333333332,723.1503333333332,0.9999778750762272,-2.5534825253762126,2.241871768602651,9,668534767.0,1
-0.00027563212003817546,0.0021423804226726757,-0.0011457174638563707,0.0032880978865290466,0.17000000000007276,0.05666666666669092,0.05084745762711865,723.1583333333333,0.04386215782299107,723.1663333333332,723.1503333333332,0.9999778750762272,-2.5534825253762126,2.241871768602651,10,668540964.0,1
-0.00027563212003817546,0.0021423804226726757,-0.0011457174638563707,0.0032880978865290466,0.17000000000007276,0.05666666666669092,0.05084745762711865,723.1583333333333,0.04386215782299107,723.1663333333332,723.1503333333332,0.9999778750762272,-2.5534825253762126,2.241871768602651,11,668541515.0,1
-0.00027563212003817546,0.0021423804226726757,-0.0011457174638563707,0.0032880978865290466,0.17000000000007276,0.05666666666669092,0.05084745762711865,723.1583333333333,0.04386215782299107,723.1663333333332,723.1503333333332,0.9999778750762272,-2.5534825253762126,2.241871768602651,12,668542064.0,1
-0.00027563212003817546,0.0021423804226726757,-0.0011457174638563707,0.0032880978865290466,0.17000000000007276,0.05666666666669092,0.05084745762711865,723.1583333333333,0.04386215782299107,723.1663333333332,723.1503333333332,0.9999778750762272,-2.5534825253762126,2.241871768602651,13,668542340.0,1
-0.00027563212003817546,0.0021423804226726757,-0.0011457174638563707,0.0032880978865290466,0.17000000000007276,0.05666666666669092,0.05084745762711865,723.1583333333333,0.04386215782299107,723.1663333333332,723.1503333333332,0.9999778750762272,-2.5534825253762126,2.241871768602651,14,668551101.0,1
